uid,age,brand,car_type,fuel,id,mileage,mileage_per_year,name,power,price_model,price_usd_est,price_usd_final,source,source_file,trans,year,price_per_hp,price_per_mile
8756,,Volkswagen,Other,Petrol,,125000.0,,Lupo,50.0,1650.0,11880.000000000002,1650.0,,cars_with_price_est_20k.csv,Other,2000.0,33.0,0.0132
8757,,Mercedes-Benz,Other,Petrol,,150000.0,,C Klasse,143.0,3200.0,17432.9064,3200.0,,cars_with_price_est_20k.csv,Other,2003.0,22.377622377622377,0.021333333333333333
8758,,Audi,Other,Diesel,,150000.0,,A4,170.0,7200.0,36884.016,7200.0,,cars_with_price_est_20k.csv,Other,2007.0,42.35294117647059,0.048
8759,,Opel,Other,Petrol,,90000.0,,Corsa,75.0,2350.0,37118.4,2350.0,,cars_with_price_est_20k.csv,Other,2018.0,31.333333333333332,0.026111111111111113
8760,,Renault,Other,Petrol,,150000.0,,Clio,,1199.0,12074.4,1199.0,,cars_with_price_est_20k.csv,Other,2001.0,,0.007993333333333333
8761,,BMW,Other,Diesel,,150000.0,,3Er,231.0,7900.0,23979.0096,7900.0,,cars_with_price_est_20k.csv,Automatic,2006.0,34.1991341991342,0.05266666666666667
8762,,Audi,Other,Diesel,,125000.0,,A4,143.0,9990.0,40819.482,9990.0,,cars_with_price_est_20k.csv,Other,2009.0,69.86013986013987,0.07992
8763,,BMW,Other,Diesel,,150000.0,,3Er,177.0,11300.0,24195.2256,11300.0,,cars_with_price_est_20k.csv,Automatic,2008.0,63.84180790960452,0.07533333333333334
8764,,Volkswagen,Hatchback,Petrol,,5000.0,,Golf,110.0,20900.0,40349.16000000001,20900.0,,cars_with_price_est_20k.csv,Other,2015.0,190.0,4.18
8765,,Fiat,Other,Petrol,,80000.0,,500,69.0,7499.0,19359.081839999995,7499.0,,cars_with_price_est_20k.csv,Other,2009.0,108.68115942028986,0.0937375
8766,,Volkswagen,Other,Diesel,,150000.0,,Nan,102.0,3950.0,10650.432,3950.0,,cars_with_price_est_20k.csv,Other,1998.0,38.72549019607843,0.026333333333333334
8767,,Opel,Other,Petrol,,100000.0,,Zafira,,2400.0,13467.6,2400.0,,cars_with_price_est_20k.csv,,2001.0,,0.024
8768,,Volkswagen,Other,Petrol,,150000.0,,Polo,,1350.0,11232.0,1350.0,,cars_with_price_est_20k.csv,Other,2000.0,,0.009
8769,,BMW,Other,Petrol,,150000.0,,3Er,231.0,7499.0,17777.5416,7499.0,,cars_with_price_est_20k.csv,Other,2001.0,32.46320346320346,0.049993333333333334
8770,,BMW,Other,Petrol,,150000.0,,3Er,105.0,3999.0,17205.552000000003,3999.0,,cars_with_price_est_20k.csv,Other,2004.0,38.08571428571429,0.02666
8771,,Fiat,Other,Diesel,,150000.0,,Stilo,115.0,2490.0,14204.112,2490.0,,cars_with_price_est_20k.csv,Other,2004.0,21.652173913043477,0.0166
8772,,Volvo,Other,Petrol,,150000.0,,V40,,300.0,19094.4,19094.4,,cars_with_price_est_20k.csv,Other,2000.0,,0.12729600000000002
8773,,Ford,Other,Petrol,,80000.0,,Ka,60.0,1150.0,14336.544,1150.0,,cars_with_price_est_20k.csv,Other,2001.0,19.166666666666668,0.014375
8774,,Opel,Other,,,150000.0,,Zafira,,2000.0,29484.0,2000.0,,cars_with_price_est_20k.csv,Other,2017.0,,0.013333333333333334
8775,,BMW,Other,Diesel,,125000.0,,5Er,184.0,21990.0,32376.960000000003,21990.0,,cars_with_price_est_20k.csv,Other,2012.0,119.51086956521739,0.17592
8776,,Volkswagen,Other,Petrol,,150000.0,,Nan,75.0,2000.0,10966.8,2000.0,,cars_with_price_est_20k.csv,Other,1999.0,26.666666666666668,0.013333333333333334
8777,,Kia,Other,Petrol,,50000.0,,Picanto,65.0,3900.0,23927.040000000005,3900.0,,cars_with_price_est_20k.csv,Other,2009.0,60.0,0.078
8778,,Volkswagen,Other,Diesel,,150000.0,,Passat,170.0,9500.0,22763.52,9500.0,,cars_with_price_est_20k.csv,Other,2008.0,55.88235294117647,0.06333333333333334
8779,,Volkswagen,Hatchback,Diesel,,90000.0,,Golf,105.0,8950.0,25112.64,8950.0,,cars_with_price_est_20k.csv,Other,2010.0,85.23809523809524,0.09944444444444445
8780,,Ford,Other,Diesel,,150000.0,,Mondeo,90.0,1300.0,13147.68,1300.0,,cars_with_price_est_20k.csv,Other,2001.0,14.444444444444445,0.008666666666666666
8781,,Ford,Other,Petrol,,150000.0,,Focus,225.0,7777.0,22620.0,7777.0,,cars_with_price_est_20k.csv,Other,2006.0,34.56444444444445,0.051846666666666666
8782,,Ford,Other,Petrol,,150000.0,,Fiesta,,5200.0,34320.0,5200.0,,cars_with_price_est_20k.csv,Other,2005.0,,0.034666666666666665
8783,,Opel,Other,Petrol,,150000.0,,Corsa,45.0,490.0,7371.0,7371.0,,cars_with_price_est_20k.csv,Other,1995.0,163.8,0.04914
8784,,Ford,Other,Petrol,,40000.0,,Focus,,4600.0,19364.4,4600.0,,cars_with_price_est_20k.csv,Other,2005.0,,0.115
8785,,Mercedes-Benz,Other,Diesel,,150000.0,,M Klasse,250.0,4950.0,18312.84,4950.0,,cars_with_price_est_20k.csv,Automatic,2001.0,19.8,0.033
8786,,Ford,Other,Petrol,,80000.0,,Escort,90.0,1250.0,9322.74,1250.0,,cars_with_price_est_20k.csv,Other,1995.0,13.88888888888889,0.015625
8787,,Renault,Other,Petrol,,90000.0,,Modus,75.0,2980.0,18559.2,2980.0,,cars_with_price_est_20k.csv,Other,2005.0,39.733333333333334,0.03311111111111111
8788,,Opel,Other,Petrol,,150000.0,,Astra,75.0,850.0,10077.6,10077.6,,cars_with_price_est_20k.csv,Other,1998.0,134.368,0.06718400000000001
8789,,Smart,Other,Petrol,,150000.0,,Forfour,75.0,1000.0,16183.44,1000.0,,cars_with_price_est_20k.csv,Other,2004.0,13.333333333333334,0.006666666666666667
8790,,Dacia,Other,Petrol,,80000.0,,Logan,84.0,4300.0,22363.704,4300.0,,cars_with_price_est_20k.csv,Other,2011.0,51.19047619047619,0.05375
8791,,BMW,Other,Petrol,,150000.0,,3Er,105.0,0.0,8685.495,8685.495,,cars_with_price_est_20k.csv,Other,1995.0,82.71900000000001,0.057903300000000005
8792,,Audi,Other,Diesel,,150000.0,,A4,155.0,3500.0,27082.224,3500.0,,cars_with_price_est_20k.csv,Automatic,2002.0,22.580645161290324,0.023333333333333334
8793,,Renault,Other,Petrol,,80000.0,,Clio,75.0,500.0,11705.52,11705.52,,cars_with_price_est_20k.csv,Other,1998.0,156.0736,0.146319
8794,,Fiat,Other,,,10000.0,,Andere,,0.0,7105.320000000001,7105.320000000001,,cars_with_price_est_20k.csv,,1990.0,,0.710532
8795,,Seat,Other,Petrol,,70000.0,,Ibiza,150.0,8450.0,34557.600000000006,8450.0,,cars_with_price_est_20k.csv,Other,2013.0,56.333333333333336,0.12071428571428572
8796,,Skoda,Other,Petrol,,125000.0,,Fabia,75.0,2450.0,14421.000000000002,2450.0,,cars_with_price_est_20k.csv,Other,2002.0,32.666666666666664,0.0196
8797,,BMW,Other,Petrol,,150000.0,,3Er,116.0,2499.0,15551.827200000002,2499.0,,cars_with_price_est_20k.csv,Other,2002.0,21.54310344827586,0.01666
8798,,Peugeot,Other,Diesel,,150000.0,,3 Reihe,107.0,2099.0,16451.136,2099.0,,cars_with_price_est_20k.csv,Other,2004.0,19.61682242990654,0.013993333333333333
8799,,Ford,Other,Petrol,,80000.0,,Fiesta,,250.0,10110.96,10110.96,,cars_with_price_est_20k.csv,Other,1997.0,,0.126387
8800,,Volkswagen,Hatchback,Petrol,,150000.0,,Golf,75.0,3600.0,15412.8,3600.0,,cars_with_price_est_20k.csv,Other,2004.0,48.0,0.024
8801,,Ford,Other,Diesel,,150000.0,,Galaxy,131.0,5450.0,17229.888000000003,5450.0,,cars_with_price_est_20k.csv,Other,2004.0,41.603053435114504,0.036333333333333336
8802,,Opel,Other,Petrol,,150000.0,,Corsa,75.0,990.0,10077.6,10077.6,,cars_with_price_est_20k.csv,Other,1998.0,134.368,0.06718400000000001
8803,,Ford,Other,Diesel,,150000.0,,C Max,109.0,1990.0,15563.184,1990.0,,cars_with_price_est_20k.csv,Other,2003.0,18.256880733944953,0.013266666666666666
8804,,Mercedes-Benz,Other,Petrol,,150000.0,,Slk,136.0,3300.0,10886.8032,3300.0,,cars_with_price_est_20k.csv,Other,1997.0,24.264705882352942,0.022
8805,,Mercedes-Benz,Other,Petrol,,150000.0,,Clk,,2000.0,10909.080000000002,2000.0,,cars_with_price_est_20k.csv,Other,1999.0,,0.013333333333333334
8806,,Peugeot,Other,Petrol,,150000.0,,2 Reihe,60.0,800.0,6888.959999999999,6888.959999999999,,cars_with_price_est_20k.csv,Other,1992.0,114.81599999999999,0.04592639999999999
8807,,Volkswagen,Other,Petrol,,150000.0,,Passat,,2350.0,5475.6,2350.0,,cars_with_price_est_20k.csv,Other,1986.0,,0.015666666666666666
8808,,Volkswagen,Other,,,150000.0,,Polo,75.0,999.0,9188.4,9188.4,,cars_with_price_est_20k.csv,Automatic,1997.0,122.512,0.061256
8809,,Volkswagen,Other,Petrol,,150000.0,,Polo,64.0,1550.0,13318.656,1550.0,,cars_with_price_est_20k.csv,Other,2002.0,24.21875,0.010333333333333333
8810,,BMW,Other,Diesel,,150000.0,,3Er,204.0,3500.0,19391.2992,3500.0,,cars_with_price_est_20k.csv,Other,2003.0,17.15686274509804,0.023333333333333334
8811,,Volkswagen,Other,Diesel,,150000.0,,Passat,149.0,10500.0,27406.08,10500.0,,cars_with_price_est_20k.csv,Automatic,2012.0,70.46979865771812,0.07
8812,,Audi,Other,Petrol,,150000.0,,Andere,150.0,2999.0,14440.14,2999.0,,cars_with_price_est_20k.csv,Automatic,1993.0,19.993333333333332,0.01999333333333333
8813,,Chevrolet,Other,Diesel,,150000.0,,Andere,,1700.0,17128.8,1700.0,,cars_with_price_est_20k.csv,Automatic,2007.0,,0.011333333333333334
8814,,Volkswagen,Other,Diesel,,40000.0,,Touran,140.0,10500.0,35912.16,10500.0,,cars_with_price_est_20k.csv,Automatic,2013.0,75.0,0.2625
8815,,Volkswagen,Other,,,100000.0,,Caddy,90.0,1280.0,14664.72,1280.0,,cars_with_price_est_20k.csv,Other,2001.0,14.222222222222221,0.0128
8816,,Ford,Other,Petrol,,150000.0,,Mondeo,116.0,950.0,11913.408,11913.408,,cars_with_price_est_20k.csv,Other,1999.0,102.70179310344827,0.07942272
8817,,Volkswagen,Other,Petrol,,150000.0,,Passat,131.0,3899.0,16235.856000000002,3899.0,,cars_with_price_est_20k.csv,Other,2003.0,29.763358778625953,0.025993333333333334
8818,,BMW,Other,Diesel,,150000.0,,3Er,,2200.0,14447.160000000002,2200.0,,cars_with_price_est_20k.csv,,2003.0,,0.014666666666666666
8819,,Ford,Other,Petrol,,125000.0,,Fiesta,60.0,2750.0,33396.0,2750.0,,cars_with_price_est_20k.csv,Other,2018.0,45.833333333333336,0.022
8820,,Skoda,Other,Petrol,,150000.0,,Fabia,,1799.0,29484.0,1799.0,,cars_with_price_est_20k.csv,Other,2017.0,,0.011993333333333333
8821,,Mercedes-Benz,Other,Petrol,,125000.0,,C Klasse,129.0,4850.0,15763.671000000004,4850.0,,cars_with_price_est_20k.csv,Automatic,2001.0,37.5968992248062,0.0388
8822,,Opel,Other,Hybrid,,150000.0,,Combo,90.0,2000.0,30576.0,2000.0,,cars_with_price_est_20k.csv,Other,2016.0,22.22222222222222,0.013333333333333334
8823,,Seat,Other,,,150000.0,,Ibiza,101.0,5500.0,15318.576,5500.0,,cars_with_price_est_20k.csv,Other,2003.0,54.45544554455446,0.03666666666666667
8824,,Audi,Other,Diesel,,150000.0,,Andere,232.0,11000.0,38884.6848,11000.0,,cars_with_price_est_20k.csv,Automatic,2006.0,47.41379310344828,0.07333333333333333
8825,,Ford,Other,Diesel,,150000.0,,S Max,175.0,12200.0,22963.2,12200.0,,cars_with_price_est_20k.csv,Other,2008.0,69.71428571428571,0.08133333333333333
8826,,Smart,Other,Petrol,,80000.0,,Fortwo,71.0,3700.0,22940.789760000003,3700.0,,cars_with_price_est_20k.csv,,2008.0,52.11267605633803,0.04625
8827,,Volkswagen,Hatchback,Petrol,,5000.0,,Golf,75.0,2500.0,17009.94,2500.0,,cars_with_price_est_20k.csv,Other,2001.0,33.333333333333336,0.5
8828,,Volkswagen,Other,Petrol,,150000.0,,Touran,75.0,3000.0,15412.8,3000.0,,cars_with_price_est_20k.csv,,2004.0,40.0,0.02
8829,,Mini,Other,Petrol,,50000.0,,Clubman,95.0,8990.0,26744.256000000005,8990.0,,cars_with_price_est_20k.csv,Other,2009.0,94.63157894736842,0.1798
8830,,Volkswagen,Other,Petrol,,125000.0,,Passat,102.0,9800.0,23192.400000000005,9800.0,,cars_with_price_est_20k.csv,Other,2010.0,96.07843137254902,0.0784
8831,,Smart,Other,Diesel,,100000.0,,Fortwo,45.0,4499.0,20060.460000000003,4499.0,,cars_with_price_est_20k.csv,Automatic,2007.0,99.97777777777777,0.04499
8832,,Opel,Other,Petrol,,150000.0,,Astra,,1050.0,9547.2,1050.0,,cars_with_price_est_20k.csv,Other,1998.0,,0.007
8833,,BMW,Other,,,150000.0,,3Er,,350.0,7739.55,7739.55,,cars_with_price_est_20k.csv,Other,1995.0,,0.051597000000000004
8834,,Trabant,Other,Petrol,,40000.0,,601,,1850.0,7208.838,1850.0,,cars_with_price_est_20k.csv,Other,1986.0,,0.04625
8835,,Opel,Other,Diesel,,150000.0,,Combo,75.0,1900.0,15412.8,1900.0,,cars_with_price_est_20k.csv,Other,2004.0,25.333333333333332,0.012666666666666666
8836,,Volkswagen,Other,Petrol,,150000.0,,Passat,100.0,350.0,9672.0,9672.0,,cars_with_price_est_20k.csv,Other,1997.0,96.72,0.06448
8837,,Opel,Other,Petrol,,150000.0,,Zafira,125.0,2100.0,13104.0,2100.0,,cars_with_price_est_20k.csv,Other,2000.0,16.8,0.014
8838,,Suzuki,Other,Petrol,,70000.0,,Andere,,3400.0,18943.848,3400.0,,cars_with_price_est_20k.csv,Other,2009.0,,0.04857142857142857
8839,,Ford,Other,Petrol,,60000.0,,Fiesta,125.0,12300.0,31651.200000000004,12300.0,,cars_with_price_est_20k.csv,Other,2012.0,98.4,0.205
8840,,Peugeot,Other,Diesel,,150000.0,,1 Reihe,90.0,520.0,8026.2,8026.2,,cars_with_price_est_20k.csv,Other,1995.0,89.17999999999999,0.053508
8841,,Sonstige Autos,Other,Diesel,,5000.0,,Nan,,11000.0,39349.80000000001,11000.0,,cars_with_price_est_20k.csv,Automatic,2016.0,,2.2
8842,,Mercedes-Benz,Other,Petrol,,150000.0,,C Klasse,122.0,1800.0,8977.878,1800.0,,cars_with_price_est_20k.csv,Automatic,1995.0,14.754098360655737,0.012
8843,,Ford,Other,Diesel,,150000.0,,Galaxy,110.0,990.0,11774.88,11774.88,,cars_with_price_est_20k.csv,Other,1999.0,107.04436363636363,0.07849919999999999
8844,,Fiat,Other,Diesel,,150000.0,,Ducato,128.0,4500.0,12882.3552,4500.0,,cars_with_price_est_20k.csv,Other,2002.0,35.15625,0.03
8845,,Volkswagen,Hatchback,,,150000.0,,Golf,75.0,1399.0,10077.6,1399.0,,cars_with_price_est_20k.csv,Other,1998.0,18.653333333333332,0.009326666666666667
8846,,Opel,Other,Petrol,,150000.0,,Andere,,1300.0,13759.2,1300.0,,cars_with_price_est_20k.csv,Other,2003.0,,0.008666666666666666
8847,,Volkswagen,Other,,,150000.0,,Polo,,450.0,7862.400000000001,7862.400000000001,,cars_with_price_est_20k.csv,Other,1996.0,,0.052416000000000004
8848,,BMW,Other,Petrol,,150000.0,,3Er,113.0,350.0,8066.8224,8066.8224,,cars_with_price_est_20k.csv,Other,1992.0,71.38780884955752,0.053778816
8849,,Mercedes-Benz,Other,Petrol,,150000.0,,E Klasse,132.0,650.0,7319.894400000001,7319.894400000001,,cars_with_price_est_20k.csv,Other,1988.0,55.45374545454546,0.048799296000000006
8850,,Audi,Other,Diesel,,150000.0,,A6,231.0,0.0,36815.064000000006,36815.064000000006,,cars_with_price_est_20k.csv,Automatic,2005.0,159.37257142857146,0.24543376000000003
8851,,Renault,Other,Diesel,,125000.0,,Clio,103.0,4399.0,21246.72,4399.0,,cars_with_price_est_20k.csv,Other,2008.0,42.70873786407767,0.035192
8852,,BMW,Other,Petrol,,150000.0,,Nan,,1450.0,9140.04,1450.0,,cars_with_price_est_20k.csv,Automatic,1997.0,,0.009666666666666667
8853,,Mercedes-Benz,Other,,,150000.0,,E Klasse,100.0,2950.0,11138.4,2950.0,,cars_with_price_est_20k.csv,Other,1998.0,29.5,0.019666666666666666
8854,,Volkswagen,Other,Petrol,,150000.0,,Polo,50.0,300.0,8704.800000000001,8704.800000000001,,cars_with_price_est_20k.csv,Other,1997.0,174.09600000000003,0.05803200000000001
8855,,Mazda,Other,,,150000.0,,Nan,140.0,1500.0,7076.160000000001,1500.0,,cars_with_price_est_20k.csv,Other,1988.0,10.714285714285714,0.01
8856,,Sonstige Autos,Other,,,5000.0,,Nan,,0.0,41317.290000000015,41317.290000000015,,cars_with_price_est_20k.csv,,2017.0,,8.263458000000004
8857,,Chrysler,Other,Diesel,,125000.0,,Voyager,150.0,8000.0,21054.0,8000.0,,cars_with_price_est_20k.csv,Automatic,2006.0,53.333333333333336,0.064
8858,,Volkswagen,Hatchback,Petrol,,50000.0,,Golf,160.0,13500.0,30105.60000000001,13500.0,,cars_with_price_est_20k.csv,Other,2010.0,84.375,0.27
8859,,Citroen,Other,,,150000.0,,Andere,75.0,390.0,26453.7,26453.7,,cars_with_price_est_20k.csv,Other,2017.0,352.716,0.17635800000000001
8860,,Ford,Other,Petrol,,150000.0,,Fiesta,60.0,400.0,13203.839999999998,13203.839999999998,,cars_with_price_est_20k.csv,Other,2002.0,220.06399999999996,0.0880256
8861,,Sonstige Autos,Other,,,150000.0,,Nan,,10000.0,6633.900000000001,10000.0,,cars_with_price_est_20k.csv,,1990.0,,0.06666666666666667
8862,,Volkswagen,Other,Diesel,,150000.0,,Touran,101.0,4199.0,16256.448,4199.0,,cars_with_price_est_20k.csv,Other,2004.0,41.57425742574257,0.027993333333333332
8863,,Chevrolet,Other,Petrol,,5000.0,,Andere,,0.0,8432.100000000002,8432.100000000002,,cars_with_price_est_20k.csv,,1990.0,,1.6864200000000005
8864,,Audi,Other,Petrol,,150000.0,,A4,131.0,3199.0,25911.1008,3199.0,,cars_with_price_est_20k.csv,Automatic,2002.0,24.419847328244273,0.021326666666666667
8865,,Ford,Other,Petrol,,125000.0,,Fiesta,97.0,7200.0,20993.28,7200.0,,cars_with_price_est_20k.csv,Other,2008.0,74.22680412371135,0.0576
8866,,Ford,Other,Petrol,,150000.0,,Ka,60.0,900.0,13203.839999999998,13203.839999999998,,cars_with_price_est_20k.csv,Other,2002.0,220.06399999999996,0.0880256
8867,,Volkswagen,Other,Petrol,,150000.0,,Polo,,1000.0,11232.0,1000.0,,cars_with_price_est_20k.csv,Other,2000.0,,0.006666666666666667
8868,,Ford,Other,Diesel,,150000.0,,Focus,101.0,2750.0,15318.576,2750.0,,cars_with_price_est_20k.csv,Other,2003.0,27.22772277227723,0.018333333333333333
8869,,Volkswagen,Hatchback,,,150000.0,,Golf,105.0,3900.0,31512.0,3900.0,,cars_with_price_est_20k.csv,Other,2016.0,37.142857142857146,0.026
8870,,Audi,Other,Petrol,,125000.0,,A4,131.0,4200.0,25618.626000000004,4200.0,,cars_with_price_est_20k.csv,Automatic,2001.0,32.06106870229008,0.0336
8871,,Ford,Other,Petrol,,150000.0,,Fiesta,50.0,900.0,11232.0,11232.0,,cars_with_price_est_20k.csv,Other,2000.0,224.64,0.07488
8872,,Opel,Other,Petrol,,150000.0,,Andere,,100.0,11232.0,11232.0,,cars_with_price_est_20k.csv,,2000.0,,0.07488
8873,,Volkswagen,Hatchback,Petrol,,90000.0,,Golf,75.0,400.0,8604.72,8604.72,,cars_with_price_est_20k.csv,Automatic,1994.0,114.72959999999999,0.095608
8874,,Chrysler,Other,Petrol,,150000.0,,Ptcruiser,140.0,2500.0,13478.4,2500.0,,cars_with_price_est_20k.csv,Other,2000.0,17.857142857142858,0.016666666666666666
8875,,Mercedes-Benz,Other,Petrol,,125000.0,,Clk,,12490.0,17151.75,12490.0,,cars_with_price_est_20k.csv,Automatic,2005.0,,0.09992
8876,,Volvo,Other,Petrol,,150000.0,,V40,125.0,1390.0,20606.04,1390.0,,cars_with_price_est_20k.csv,Other,1999.0,11.12,0.009266666666666666
8877,,Volkswagen,Hatchback,,,150000.0,,Golf,,850.0,11232.0,11232.0,,cars_with_price_est_20k.csv,,2000.0,,0.07488
8878,,Renault,Other,Petrol,,150000.0,,Clio,58.0,999.0,10574.304,10574.304,,cars_with_price_est_20k.csv,Other,1999.0,182.31558620689654,0.07049536
8879,,Smart,Other,Petrol,,150000.0,,Fortwo,55.0,1970.0,12818.988,1970.0,,cars_with_price_est_20k.csv,Other,2001.0,35.81818181818182,0.013133333333333334
8880,,Volkswagen,Other,,,150000.0,,Polo,60.0,350.0,28704.0,28704.0,,cars_with_price_est_20k.csv,Other,2016.0,478.4,0.19136
8881,,Audi,Other,Petrol,,70000.0,,A4,120.0,22500.0,43781.337600000006,22500.0,,cars_with_price_est_20k.csv,Automatic,2009.0,187.5,0.32142857142857145
8882,,Volkswagen,Other,Diesel,,150000.0,,Touran,170.0,10950.0,26676.0,10950.0,,cars_with_price_est_20k.csv,Automatic,2011.0,64.41176470588235,0.073
8883,,Volkswagen,Other,Diesel,,70000.0,,Passat,140.0,23499.0,33929.28,23499.0,,cars_with_price_est_20k.csv,Automatic,2013.0,167.85,0.3357
8884,,Land Rover,Other,Diesel,,100000.0,,Freelander,152.0,17800.0,27027.9072,17800.0,,cars_with_price_est_20k.csv,Automatic,2009.0,117.10526315789474,0.178
8885,,Volvo,Other,Diesel,,150000.0,,Xc Reihe,185.0,13650.0,37854.648,13650.0,,cars_with_price_est_20k.csv,Automatic,2007.0,73.78378378378379,0.091
8886,,Citroen,Other,Petrol,,20000.0,,Andere,60.0,888.0,11735.6304,11735.6304,,cars_with_price_est_20k.csv,Other,1999.0,195.59384,0.58678152
8887,,Mercedes-Benz,Other,Petrol,,30000.0,,C Klasse,204.0,5500.0,27793.1808,5500.0,,cars_with_price_est_20k.csv,Automatic,2005.0,26.96078431372549,0.18333333333333332
8888,,Volkswagen,Other,Diesel,,150000.0,,Sharan,116.0,3099.0,33808.32,3099.0,,cars_with_price_est_20k.csv,Other,2017.0,26.71551724137931,0.02066
8889,,Ford,Other,Petrol,,150000.0,,Ka,60.0,1149.0,11481.6,1149.0,,cars_with_price_est_20k.csv,Other,2000.0,19.15,0.00766
8890,,Volkswagen,Other,Petrol,,90000.0,,Polo,60.0,5490.0,19933.824,5490.0,,cars_with_price_est_20k.csv,Other,2007.0,91.5,0.061
8891,,Ford,Other,Diesel,,60000.0,,Transit,85.0,8900.0,27412.2,8900.0,,cars_with_price_est_20k.csv,Other,2011.0,104.70588235294117,0.14833333333333334
8892,,Land Rover,Other,Diesel,,50000.0,,Defender,150.0,9999.0,7983.360000000002,9999.0,,cars_with_price_est_20k.csv,Other,1984.0,66.66,0.19998
8893,,Audi,Other,Petrol,,125000.0,,Tt,150.0,7250.0,28386.60000000001,7250.0,,cars_with_price_est_20k.csv,Other,2002.0,48.333333333333336,0.058
8894,,Opel,Other,Petrol,,90000.0,,Corsa,,2200.0,14705.28,2200.0,,cars_with_price_est_20k.csv,,2002.0,,0.024444444444444446
8895,,Volkswagen,Hatchback,,,10000.0,,Golf,230.0,27900.0,54613.44,27900.0,,cars_with_price_est_20k.csv,Automatic,2017.0,121.30434782608695,2.79
8896,,Skoda,Other,Petrol,,150000.0,,Octavia,150.0,1650.0,13728.000000000002,1650.0,,cars_with_price_est_20k.csv,Other,2000.0,11.0,0.011
8897,,Peugeot,Other,,,80000.0,,2 Reihe,215.0,8500.0,44575.2,8500.0,,cars_with_price_est_20k.csv,Other,2016.0,39.53488372093023,0.10625
8898,,Audi,Other,Petrol,,150000.0,,A4,400.0,5000.0,31399.68,5000.0,,cars_with_price_est_20k.csv,Other,1999.0,12.5,0.03333333333333333
8899,,Mercedes-Benz,Other,Petrol,,150000.0,,M Klasse,218.0,3999.0,13767.0624,3999.0,,cars_with_price_est_20k.csv,Automatic,1998.0,18.344036697247706,0.02666
8900,,Audi,Other,Petrol,,150000.0,,A3,150.0,999.0,19836.960000000003,19836.960000000003,,cars_with_price_est_20k.csv,Other,1998.0,132.24640000000002,0.13224640000000001
8901,,BMW,Other,Diesel,,150000.0,,3Er,150.0,0.0,18738.72,18738.72,,cars_with_price_est_20k.csv,Other,2004.0,124.9248,0.1249248
8902,,Audi,Other,Diesel,,150000.0,,A6,179.0,1100.0,24568.128,1100.0,,cars_with_price_est_20k.csv,Automatic,2000.0,6.145251396648045,0.007333333333333333
8903,,Volkswagen,Other,Diesel,,80000.0,,Transporter,151.0,3899.0,17172.686400000002,3899.0,,cars_with_price_est_20k.csv,Other,2001.0,25.821192052980134,0.0487375
8904,,Volkswagen,Other,Diesel,,150000.0,,Passat,110.0,9190.0,21322.08,9190.0,,cars_with_price_est_20k.csv,Other,2009.0,83.54545454545455,0.061266666666666664
8905,,Ford,Other,Petrol,,80000.0,,S Max,145.0,17999.0,29626.2,17999.0,,cars_with_price_est_20k.csv,Other,2011.0,124.13103448275862,0.2249875
8906,,BMW,Other,Petrol,,150000.0,,3Er,192.0,3300.0,16678.7712,3300.0,,cars_with_price_est_20k.csv,Other,2001.0,17.1875,0.022
8907,,Audi,Other,Diesel,,150000.0,,A6,179.0,2699.0,31938.5664,2699.0,,cars_with_price_est_20k.csv,Automatic,2004.0,15.078212290502794,0.017993333333333333
8908,,Audi,Other,Petrol,,150000.0,,A3,125.0,1500.0,17264.52,1500.0,,cars_with_price_est_20k.csv,Other,1997.0,12.0,0.01
8909,,Mitsubishi,Other,Petrol,,5000.0,,Lancer,98.0,2600.0,22644.498240000004,2600.0,,cars_with_price_est_20k.csv,Other,2004.0,26.53061224489796,0.52
8910,,Volkswagen,Other,Diesel,,150000.0,,Transporter,78.0,2750.0,7382.232,2750.0,,cars_with_price_est_20k.csv,Other,1993.0,35.256410256410255,0.018333333333333333
8911,,Audi,Other,Petrol,,150000.0,,A4,165.0,2300.0,20377.968,2300.0,,cars_with_price_est_20k.csv,Other,1998.0,13.93939393939394,0.015333333333333332
8912,,BMW,Other,Petrol,,150000.0,,3Er,,800.0,9140.04,9140.04,,cars_with_price_est_20k.csv,Other,1997.0,,0.060933600000000004
8913,,Volkswagen,Other,Petrol,,150000.0,,Polo,64.0,1990.0,14187.264,1990.0,,cars_with_price_est_20k.csv,Other,2003.0,31.09375,0.013266666666666666
8914,,Ford,Other,Diesel,,40000.0,,Andere,140.0,16480.0,35912.16,16480.0,,cars_with_price_est_20k.csv,Automatic,2013.0,117.71428571428571,0.412
8915,,Suzuki,Other,Petrol,,40000.0,,Andere,94.0,3850.0,17083.547519999996,3850.0,,cars_with_price_est_20k.csv,Other,2004.0,40.95744680851064,0.09625
8916,,Opel,Other,Petrol,,150000.0,,Omega,136.0,400.0,11371.776,11371.776,,cars_with_price_est_20k.csv,Automatic,1998.0,83.616,0.07581184
8917,,Renault,Other,Petrol,,150000.0,,Twingo,,250.0,9547.2,9547.2,,cars_with_price_est_20k.csv,Other,1998.0,,0.06364800000000001
8918,,Opel,Other,Petrol,,125000.0,,Corsa,75.0,1999.0,13480.500000000002,1999.0,,cars_with_price_est_20k.csv,Other,2001.0,26.653333333333332,0.015992
8919,,Sonstige Autos,Other,,,100000.0,,Nan,,500.0,13154.4,13154.4,,cars_with_price_est_20k.csv,,2000.0,,0.131544
